model,fold_id,date,actual,forecast,forecast_error,predicted_direction,actual_direction,direction_correct,position,previous_position,turnover,gross_return,transaction_cost,net_return,cumulative_gross,cumulative_net
phase3_sarimax,1,2019-07-10,0.0099160564093844,0.000712013953400014,0.009204042455984386,1.0,1.0,True,1.0,1.0,0.0,0.0099160564093844,0.0,0.0099160564093844,1.030885576961563,1.0283086581047474
phase3_sarimax,1,2019-07-11,-0.000727310541698,0.0012202676008018919,-0.0019475781424998918,1.0,-1.0,False,1.0,1.0,0.0,-0.000727310541698,0.0,-0.000727310541698,1.0301358030141545,1.0275607583775885
phase3_sarimax,1,2019-07-12,0.0057520562791414,0.0003960132891975557,0.005356042989943845,1.0,1.0,True,1.0,1.0,0.0,0.0057520562791414,0.0,0.0057520562791414,1.0360612021282505,1.0334713456900135
phase3_sarimax,1,2019-07-15,0.0031985169654163,0.0005116006147929099,0.0026869163506233903,1.0,1.0,True,1.0,1.0,0.0,0.0031985169654163,0.0,0.0031985169654163,1.0393750614604673,1.0367769213224747
phase3_sarimax,1,2019-07-16,-0.005163967065386,0.00062956852360591,-0.00579353558899191,1.0,-1.0,False,1.0,1.0,0.0,-0.005163967065386,0.0,-0.005163967065386,1.034007762874502,1.031423039446613
phase3_sarimax,1,2019-07-17,-0.0049305925760983,0.0002955126196731114,-0.005226105195771411,1.0,-1.0,False,1.0,1.0,0.0,-0.0049305925760983,0.0,-0.0049305925760983,1.0289094918752448,1.0263375126655008
phase3_sarimax,1,2019-07-18,0.0011439863969265,0.0012006885018251657,-5.670210489866576e-05,1.0,1.0,True,1.0,1.0,0.0,0.0011439863969265,0.0,0.0011439863969265,1.0300865503376186,1.0275116288186454
phase3_sarimax,1,2019-07-19,-0.0073547002360748,0.0007604284738099928,-0.008115128709884793,1.0,-1.0,False,1.0,1.0,0.0,-0.0073547002360748,0.0,-0.0073547002360748,1.022510572542673,1.0199545887996033
phase3_sarimax,1,2019-07-22,0.0079262030442005,0.000369604426261928,0.007556598617938573,1.0,1.0,True,1.0,1.0,0.0,0.0079262030442005,0.0,0.0079262030442005,1.030615198955488,1.028038955966293
phase3_sarimax,1,2019-07-23,0.0065231127969137,0.0005243763418650705,0.00599873645504863,1.0,1.0,True,1.0,1.0,0.0,0.0065231127969137,0.0,0.0065231127969137,1.0373380181484881,1.0347449700356826
phase3_sarimax,1,2019-07-24,0.0069933950884658,6.870042494968155e-05,0.006924694663516118,1.0,1.0,True,1.0,1.0,0.0,0.0069933950884658,0.0,0.0069933950884658,1.0445925327496866,1.0419813504269448
phase3_sarimax,1,2019-07-25,-0.0095251074123386,0.0004889958291831478,-0.010014103241521749,1.0,-1.0,False,1.0,1.0,0.0,-0.0095251074123386,0.0,-0.0095251074123386,1.034642676673119,1.0320563661424746
phase3_sarimax,1,2019-07-26,0.0102422470804056,0.0008400062142988869,0.009402240866106713,1.0,1.0,True,1.0,1.0,0.0,0.0102422470804056,0.0,0.0102422470804056,1.0452397426075373,1.0426269424454113
phase3_sarimax,1,2019-07-29,-0.0034366939008479,0.00036884661155306035,-0.0038055405124009603,1.0,-1.0,False,1.0,1.0,0.0,-0.0034366939008479,0.0,-0.0034366939008479,1.0416475735591941,1.0390437527914496
phase3_sarimax,1,2019-07-30,-0.0043254444369848,0.000990890507966319,-0.00531633494495112,1.0,-1.0,False,1.0,1.0,0.0,-0.0043254444369848,0.0,-0.0043254444369848,1.0371419848568437,1.034549426771154
phase3_sarimax,1,2019-07-31,-0.0139266437106307,0.000884617309403337,-0.014811261020034038,1.0,-1.0,False,1.0,1.0,0.0,-0.0139266437106307,0.0,-0.0139266437106307,1.022698077956406,1.0201416255034748
phase3_sarimax,1,2019-08-01,-0.0049836168719585,0.0005350047572769392,-0.005518621629235439,1.0,-1.0,False,1.0,1.0,0.0,-0.0049836168719585,0.0,-0.0049836168719585,1.017601342560183,1.0150576304868284
phase3_sarimax,1,2019-08-02,-0.0148347091345723,0.008683413678810668,-0.023518122813382968,1.0,-1.0,False,1.0,1.0,0.0,-0.0148347091345723,0.0,-0.0148347091345723,1.0025055226283526,0.9999995457837282
phase3_sarimax,1,2019-08-05,-0.0359743203921491,0.0008699650519746431,-0.03684428544412374,1.0,-1.0,False,1.0,1.0,0.0,-0.0359743203921491,0.0,-0.0359743203921491,0.9664410677624213,0.9640252417317008
phase3_sarimax,1,2019-08-06,0.0139017046895198,0.002102365031215674,0.011799339658304125,1.0,1.0,True,1.0,1.0,0.0,0.0139017046895198,0.0,0.0139017046895198,0.9798762460862787,0.9774268359554978
phase3_sarimax,1,2019-08-07,0.0053876215323788,0.0005109637190668515,0.0048766578133119486,1.0,1.0,True,1.0,1.0,0.0,0.0053876215323788,0.0,0.0053876215323788,0.9851554484487595,0.9826928418232165
phase3_sarimax,1,2019-08-08,0.0215304550496282,0.0009553654574513839,0.020575089592176816,1.0,1.0,True,1.0,1.0,0.0,0.0215304550496282,0.0,0.0215304550496282,1.0063662935484818,1.0038506658816826
phase3_sarimax,1,2019-08-09,-0.009446367775719,0.0001834497515886673,-0.009629817527307667,1.0,-1.0,False,1.0,1.0,0.0,-0.009446367775719,0.0,-0.009446367775719,0.9968597874225357,0.9943679232998638
phase3_sarimax,1,2019-08-12,-0.0115414936632015,0.0008421302717873645,-0.012383623934988866,1.0,-1.0,False,1.0,1.0,0.0,-0.0115414936632015,0.0,-0.0115414936632015,0.9853545365028982,0.9828914322142076
phase3_sarimax,1,2019-08-13,0.0216781574971294,0.00113870558036513,0.02053945191676427,1.0,1.0,True,1.0,1.0,0.0,0.0216781574971294,0.0,0.0216781574971294,1.006715207335719,1.0041987074843264
phase3_sarimax,1,2019-08-14,-0.0303404654822122,0.0001462813933466266,-0.03048674687555883,1.0,-1.0,False,1.0,1.0,0.0,-0.0303404654822122,0.0,-0.0303404654822122,0.9761709993371315,0.973730851262616
phase3_sarimax,1,2019-08-15,-0.0011497085934248,0.0012781537608946084,-0.0024278623543194083,1.0,-1.0,False,1.0,1.0,0.0,-0.0011497085934248,0.0,-0.0011497085934248,0.9750486871505415,0.9726113445352366
phase3_sarimax,1,2019-08-16,0.015922951421614,0.0005173480075674929,0.015405603414046506,1.0,1.0,True,1.0,1.0,0.0,0.015922951421614,0.0,0.015922951421614,0.990574340029748,0.9880981877263817
phase3_sarimax,1,2019-08-19,0.015779525611139,0.00010308002497902175,0.01567644558615998,1.0,1.0,True,1.0,1.0,0.0,0.015779525611139,0.0,0.015779525611139,1.0062051331979844,1.0036899083859303
